scenario,window,run_id,evaluation_protocol,evaluation_rng_snapshot,rmse_global_run,rmse_local_day2_run,C_I,N_test,N_iso,C_Q,score,log_score,score_overflow,legacy_ensemble_rmse,rl_window,checkpoint_sha256,actor_sha256,state_norm_sha256
low,3,0,f858_historical_rng_aligned,C:\Users\Asus\PycharmProjects\UNCERTAIN_EPC_RL_V3\revision_outputs\revision_v8_historical_eval_aligned_window_ablation\rng_snapshots\low_pre_decoupled_eval_rng.pkl,20.362313129606566,0.02147139799311759,1029.1787109375,3833007.5,676.9449462890625,48589.5390625,5.804844930856108,1.7586929017622386,False,17.4236866616281,3,b277f481982447042666c550efef159f6b50b90b7a6f8d57feb1a47dc602fe0e,2e0435dc617333f354f62f319cbe332834719729c9e464715810f9d52167d258,5b6196d628721b20050045b3be0fa05c20b07469b137ef159b0cb2a57f862b36
low,3,1,f858_historical_rng_aligned,C:\Users\Asus\PycharmProjects\UNCERTAIN_EPC_RL_V3\revision_outputs\revision_v8_historical_eval_aligned_window_ablation\rng_snapshots\low_pre_decoupled_eval_rng.pkl,24.866657030130842,0.015293606858131706,482.87689208984375,2607096.0,357.6976318359375,32946.3984375,3.8796048544132833,1.3557333068029085,False,17.4236866616281,3,b277f481982447042666c550efef159f6b50b90b7a6f8d57feb1a47dc602fe0e,2e0435dc617333f354f62f319cbe332834719729c9e464715810f9d52167d258,5b6196d628721b20050045b3be0fa05c20b07469b137ef159b0cb2a57f862b36
low,3,2,f858_historical_rng_aligned,C:\Users\Asus\PycharmProjects\UNCERTAIN_EPC_RL_V3\revision_outputs\revision_v8_historical_eval_aligned_window_ablation\rng_snapshots\low_pre_decoupled_eval_rng.pkl,25.03239747099631,0.01726413146063465,456.49896240234375,2764623.75,344.0838317871094,34901.87890625,4.007039864444563,1.3880527803054337,False,17.4236866616281,3,b277f481982447042666c550efef159f6b50b90b7a6f8d57feb1a47dc602fe0e,2e0435dc617333f354f62f319cbe332834719729c9e464715810f9d52167d258,5b6196d628721b20050045b3be0fa05c20b07469b137ef159b0cb2a57f862b36
low,3,3,f858_historical_rng_aligned,C:\Users\Asus\PycharmProjects\UNCERTAIN_EPC_RL_V3\revision_outputs\revision_v8_historical_eval_aligned_window_ablation\rng_snapshots\low_pre_decoupled_eval_rng.pkl,27.659207025705584,0.01843682109486489,553.5091552734375,3486600.0,395.95550537109375,43978.45703125,4.882562193078414,1.5856701216452582,False,17.4236866616281,3,b277f481982447042666c550efef159f6b50b90b7a6f8d57feb1a47dc602fe0e,2e0435dc617333f354f62f319cbe332834719729c9e464715810f9d52167d258,5b6196d628721b20050045b3be0fa05c20b07469b137ef159b0cb2a57f862b36
low,3,4,f858_historical_rng_aligned,C:\Users\Asus\PycharmProjects\UNCERTAIN_EPC_RL_V3\revision_outputs\revision_v8_historical_eval_aligned_window_ablation\rng_snapshots\low_pre_decoupled_eval_rng.pkl,23.313257056488037,0.017761155157200885,525.2886352539062,2641328.0,377.966064453125,33394.56640625,3.9449074322014788,1.3724254894348284,False,17.4236866616281,3,b277f481982447042666c550efef159f6b50b90b7a6f8d57feb1a47dc602fe0e,2e0435dc617333f354f62f319cbe332834719729c9e464715810f9d52167d258,5b6196d628721b20050045b3be0fa05c20b07469b137ef159b0cb2a57f862b36
low,3,5,f858_historical_rng_aligned,C:\Users\Asus\PycharmProjects\UNCERTAIN_EPC_RL_V3\revision_outputs\revision_v8_historical_eval_aligned_window_ablation\rng_snapshots\low_pre_decoupled_eval_rng.pkl,24.558441535252772,0.021757694008220207,594.8104248046875,2899796.0,419.71319580078125,36667.1640625,4.253785273901772,1.4478092392233446,False,17.4236866616281,3,b277f481982447042666c550efef159f6b50b90b7a6f8d57feb1a47dc602fe0e,2e0435dc617333f354f62f319cbe332834719729c9e464715810f9d52167d258,5b6196d628721b20050045b3be0fa05c20b07469b137ef159b0cb2a57f862b36
low,3,6,f858_historical_rng_aligned,C:\Users\Asus\PycharmProjects\UNCERTAIN_EPC_RL_V3\revision_outputs\revision_v8_historical_eval_aligned_window_ablation\rng_snapshots\low_pre_decoupled_eval_rng.pkl,32.958194612620936,0.018332488932041993,428.4044189453125,3672310.5,334.03839111328125,46237.921875,5.02195294373485,1.613818890666574,False,17.4236866616281,3,b277f481982447042666c550efef159f6b50b90b7a6f8d57feb1a47dc602fe0e,2e0435dc617333f354f62f319cbe332834719729c9e464715810f9d52167d258,5b6196d628721b20050045b3be0fa05c20b07469b137ef159b0cb2a57f862b36
low,3,7,f858_historical_rng_aligned,C:\Users\Asus\PycharmProjects\UNCERTAIN_EPC_RL_V3\revision_outputs\revision_v8_historical_eval_aligned_window_ablation\rng_snapshots\low_pre_decoupled_eval_rng.pkl,21.336031735602965,0.018083814984607177,597.0303344726562,2697544.75,417.77520751953125,34137.08203125,4.0569738963961655,1.4004373499901932,False,17.4236866616281,3,b277f481982447042666c550efef159f6b50b90b7a6f8d57feb1a47dc602fe0e,2e0435dc617333f354f62f319cbe332834719729c9e464715810f9d52167d258,5b6196d628721b20050045b3be0fa05c20b07469b137ef159b0cb2a57f862b36
low,3,8,f858_historical_rng_aligned,C:\Users\Asus\PycharmProjects\UNCERTAIN_EPC_RL_V3\revision_outputs\revision_v8_historical_eval_aligned_window_ablation\rng_snapshots\low_pre_decoupled_eval_rng.pkl,21.141817890193604,0.021413794221565752,1071.09326171875,4045350.5,700.147705078125,51267.03125,6.166664968893372,1.8191581681015432,False,17.4236866616281,3,b277f481982447042666c550efef159f6b50b90b7a6f8d57feb1a47dc602fe0e,2e0435dc617333f354f62f319cbe332834719729c9e464715810f9d52167d258,5b6196d628721b20050045b3be0fa05c20b07469b137ef159b0cb2a57f862b36
low,3,9,f858_historical_rng_aligned,C:\Users\Asus\PycharmProjects\UNCERTAIN_EPC_RL_V3\revision_outputs\revision_v8_historical_eval_aligned_window_ablation\rng_snapshots\low_pre_decoupled_eval_rng.pkl,40.655551890738565,0.022024439336871555,490.29351806640625,3855814.25,367.1390075683594,48564.8203125,5.325181527403467,1.6724468006676831,False,17.4236866616281,3,b277f481982447042666c550efef159f6b50b90b7a6f8d57feb1a47dc602fe0e,2e0435dc617333f354f62f319cbe332834719729c9e464715810f9d52167d258,5b6196d628721b20050045b3be0fa05c20b07469b137ef159b0cb2a57f862b36
